people_id,activity_id,date,activity_category,char_1,char_2,char_3,char_4,char_5,char_6,char_7,char_8,char_9,char_10,outcome
ppl_120783,act2_670613,2022-10-22,type 5,,,,,,,,,,type 1205,0
ppl_358210,act2_3927832,2023-06-28,type 2,,,,,,,,,,type 1,0
ppl_40781,act2_1610788,2023-08-17,type 2,,,,,,,,,,type 1,0
ppl_98438,act2_3138681,2022-08-08,type 2,,,,,,,,,,type 1,0
ppl_370270,act2_523075,2022-10-22,type 3,,,,,,,,,,type 23,0
ppl_101365,act2_4442610,2023-02-02,type 5,,,,,,,,,,type 7163,1
ppl_61937,act2_2246940,2022-09-28,type 5,,,,,,,,,,type 489,0
ppl_333426,act2_3628480,2023-03-31,type 3,,,,,,,,,,type 52,1
ppl_370270,act2_1419213,2022-10-24,type 3,,,,,,,,,,type 23,0
ppl_71511,act2_4132140,2022-11-02,type 5,,,,,,,,,,type 649,0
ppl_41054,act2_987108,2023-03-09,type 3,,,,,,,,,,type 2,0
ppl_257303,act2_2676724,2023-01-20,type 2,,,,,,,,,,type 1,0
ppl_340388,act2_1110535,2022-10-20,type 2,,,,,,,,,,type 1,1
ppl_68358,act1_18095,2023-06-27,type 1,type 5,type 2,type 4,type 3,type 1,type 3,type 3,type 4,type 16,,1
ppl_116006,act2_3231841,2023-03-10,type 2,,,,,,,,,,type 1,0
ppl_167623,act2_1723131,2022-08-02,type 2,,,,,,,,,,type 1,0
ppl_294918,act2_4732631,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_238235,act2_4183116,2022-09-30,type 5,,,,,,,,,,type 4406,1
ppl_298133,act2_3141357,2022-08-23,type 2,,,,,,,,,,type 1,1
ppl_389303,act2_3412921,2022-12-22,type 2,,,,,,,,,,type 1,1
ppl_276450,act1_375612,2023-01-12,type 1,type 28,type 1,type 8,type 5,type 6,type 3,type 7,type 12,type 13,,0
ppl_335350,act2_3731565,2023-02-27,type 2,,,,,,,,,,type 1,0
ppl_284544,act2_3063906,2022-11-10,type 5,,,,,,,,,,type 419,1
ppl_196657,act2_1973283,2022-07-19,type 2,,,,,,,,,,type 1,1
ppl_281753,act2_598907,2022-12-17,type 3,,,,,,,,,,type 984,0
ppl_326693,act2_889076,2022-08-02,type 5,,,,,,,,,,type 4545,0
ppl_92862,act2_434867,2022-12-30,type 4,,,,,,,,,,type 191,1
ppl_38264,act2_2414191,2023-03-23,type 4,,,,,,,,,,type 763,0
ppl_142231,act2_2997114,2023-07-06,type 2,,,,,,,,,,type 1,1
ppl_302516,act2_2997064,2023-06-28,type 3,,,,,,,,,,type 2,0
ppl_67417,act2_744045,2023-07-01,type 2,,,,,,,,,,type 1,0
ppl_54699,act2_2775571,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_294918,act2_4468921,2022-10-20,type 3,,,,,,,,,,type 23,0
ppl_28875,act2_842227,2023-05-10,type 2,,,,,,,,,,type 1,0
ppl_343747,act2_3020872,2023-05-12,type 3,,,,,,,,,,type 2,0
ppl_290954,act2_1014321,2023-01-27,type 5,,,,,,,,,,type 596,0
ppl_67459,act1_391854,2023-03-22,type 1,type 5,type 2,type 6,type 3,type 1,type 2,type 4,type 5,type 5,,0
ppl_113187,act2_2562799,2022-10-15,type 5,,,,,,,,,,type 433,0
ppl_156558,act2_704917,2022-11-03,type 2,,,,,,,,,,type 1,0
ppl_231120,act2_251095,2023-02-24,type 4,,,,,,,,,,type 24,0
ppl_137425,act2_4573808,2022-10-19,type 5,,,,,,,,,,type 1184,1
ppl_40920,act2_3582759,2022-10-22,type 5,,,,,,,,,,type 473,1
ppl_380281,act1_290374,2022-07-20,type 1,type 5,type 10,type 5,type 1,type 6,type 1,type 1,type 7,type 4,,1
ppl_304335,act2_4583814,2022-10-26,type 5,,,,,,,,,,type 2028,1
ppl_233429,act2_2996556,2022-11-09,type 5,,,,,,,,,,type 420,1
ppl_301685,act2_4625632,2022-09-25,type 5,,,,,,,,,,type 899,0
ppl_57424,act2_2889482,2023-04-13,type 3,,,,,,,,,,type 2,0
ppl_328184,act2_4558158,2023-06-14,type 2,,,,,,,,,,type 1,0
ppl_39245,act2_3999815,2023-07-12,type 3,,,,,,,,,,type 61,0
ppl_343209,act1_331719,2023-01-27,type 1,type 3,type 2,type 8,type 3,type 1,type 2,type 3,type 9,type 13,,1
ppl_192193,act2_54935,2022-10-15,type 5,,,,,,,,,,type 1781,0
ppl_380058,act2_3713742,2023-06-30,type 5,,,,,,,,,,type 464,1
ppl_76361,act2_810645,2022-12-19,type 5,,,,,,,,,,type 1264,0
ppl_314908,act2_223642,2022-11-05,type 2,,,,,,,,,,type 1,1
ppl_306533,act2_62501,2023-07-05,type 2,,,,,,,,,,type 1,0
ppl_272190,act2_522490,2023-01-16,type 2,,,,,,,,,,type 1,0
ppl_393491,act2_2596292,2022-08-30,type 2,,,,,,,,,,type 1,1
ppl_76570,act2_2654468,2023-01-20,type 2,,,,,,,,,,type 1,0
ppl_294918,act2_3469690,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_347888,act2_4758341,2023-07-26,type 7,,,,,,,,,,type 194,0
ppl_294918,act2_4393851,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_84775,act2_2535049,2023-03-08,type 2,,,,,,,,,,type 1,0
ppl_360252,act2_4777327,2023-03-08,type 2,,,,,,,,,,type 1,1
ppl_336718,act2_3007319,2023-08-28,type 2,,,,,,,,,,type 1,1
ppl_385313,act2_368474,2022-09-16,type 5,,,,,,,,,,type 489,1
ppl_122958,act2_2431729,2023-04-21,type 3,,,,,,,,,,type 2,0
ppl_360402,act2_2983226,2023-02-11,type 2,,,,,,,,,,type 1,0
ppl_56102,act2_1682912,2022-12-01,type 2,,,,,,,,,,type 1,1
ppl_356869,act2_2776763,2022-10-15,type 5,,,,,,,,,,type 433,1
ppl_150780,act1_323043,2022-12-24,type 1,type 5,type 5,type 2,type 3,type 6,type 3,type 3,type 4,type 8,,1
ppl_355657,act2_1662309,2023-03-30,type 2,,,,,,,,,,type 1,1
ppl_248558,act1_307472,2022-08-23,type 1,type 5,type 2,type 5,type 1,type 6,type 1,type 1,type 8,type 12,,0
ppl_100693,act2_1290923,2023-08-09,type 3,,,,,,,,,,type 61,1
ppl_235564,act2_3994511,2022-12-29,type 2,,,,,,,,,,type 1,1
ppl_257207,act2_760357,2023-06-19,type 2,,,,,,,,,,type 1,0
ppl_107060,act2_4657811,2023-03-22,type 3,,,,,,,,,,type 8,0
ppl_194108,act2_2068873,2022-09-16,type 3,,,,,,,,,,type 3,0
ppl_294918,act2_4001458,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_105739,act2_696140,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_37190,act2_3016139,2022-09-16,type 5,,,,,,,,,,type 136,0
ppl_339490,act2_3240052,2023-05-24,type 2,,,,,,,,,,type 1,0
ppl_120647,act2_1584630,2023-02-08,type 2,,,,,,,,,,type 1,1
ppl_289747,act2_4239570,2022-11-12,type 5,,,,,,,,,,type 2637,0
ppl_335943,act2_2176283,2023-03-03,type 2,,,,,,,,,,type 1,0
ppl_260893,act2_1277984,2022-11-27,type 5,,,,,,,,,,type 1828,1
ppl_83049,act2_3205586,2023-02-22,type 2,,,,,,,,,,type 1,1
ppl_377451,act2_1152345,2023-08-04,type 4,,,,,,,,,,type 592,0
ppl_355603,act2_1402952,2023-02-09,type 3,,,,,,,,,,type 52,0
ppl_202333,act2_583589,2023-01-31,type 3,,,,,,,,,,type 23,0
ppl_105739,act2_3374110,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_246205,act1_21006,2023-08-06,type 1,type 1,type 5,type 6,type 3,type 6,type 2,type 4,type 5,type 8,,1
ppl_313627,act2_175273,2022-10-02,type 5,,,,,,,,,,type 1907,0
ppl_378157,act2_680127,2022-09-30,type 2,,,,,,,,,,type 1,1
ppl_294918,act2_1355906,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_105739,act2_4545997,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_153703,act2_819665,2023-08-16,type 3,,,,,,,,,,type 2,1
ppl_23351,act2_3707279,2023-01-05,type 2,,,,,,,,,,type 1,1
ppl_170853,act2_2249484,2023-04-12,type 2,,,,,,,,,,type 1,1
ppl_370270,act2_2381174,2022-10-24,type 3,,,,,,,,,,type 23,0
ppl_207436,act2_894698,2022-10-09,type 5,,,,,,,,,,type 2213,1
ppl_370436,act2_4376255,2023-02-15,type 2,,,,,,,,,,type 1,1
ppl_138266,act2_568715,2022-11-04,type 5,,,,,,,,,,type 5145,0
ppl_395410,act2_4240496,2022-09-26,type 2,,,,,,,,,,type 1,1
ppl_57488,act2_632249,2022-09-15,type 5,,,,,,,,,,type 899,0
ppl_358198,act2_2422322,2023-01-11,type 5,,,,,,,,,,type 4945,0
ppl_165295,act2_2228918,2022-09-15,type 5,,,,,,,,,,type 15,0
ppl_394002,act2_4625592,2022-08-25,type 2,,,,,,,,,,type 1,1
ppl_237220,act2_2707447,2023-01-26,type 5,,,,,,,,,,type 1265,0
ppl_258998,act2_4191172,2022-11-17,type 2,,,,,,,,,,type 1,1
ppl_338282,act2_1677526,2023-02-28,type 2,,,,,,,,,,type 1,1
ppl_389225,act2_4060458,2022-10-01,type 5,,,,,,,,,,type 4860,1
ppl_98381,act2_438736,2022-11-05,type 5,,,,,,,,,,type 450,1
ppl_251676,act2_3663383,2023-04-01,type 4,,,,,,,,,,type 6092,0
ppl_2413,act2_639158,2023-04-26,type 4,,,,,,,,,,type 1394,0
ppl_273906,act2_3091480,2023-01-11,type 2,,,,,,,,,,type 1,1
ppl_51918,act2_81196,2023-06-27,type 3,,,,,,,,,,type 2,1
ppl_372923,act2_1222402,2023-02-03,type 2,,,,,,,,,,type 1,0
ppl_313503,act2_4701672,2023-07-20,type 2,,,,,,,,,,type 1,0
ppl_256646,act2_2372360,2022-08-27,type 2,,,,,,,,,,type 1,0
ppl_105739,act2_3433160,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_89344,act2_2017622,2022-08-04,type 5,,,,,,,,,,type 246,1
ppl_295684,act2_3558951,2022-09-10,type 5,,,,,,,,,,type 899,0
ppl_56888,act2_2184474,2023-07-14,type 4,,,,,,,,,,type 1817,0
ppl_270381,act2_4550051,2023-03-04,type 4,,,,,,,,,,type 143,1
ppl_17084,act2_3678066,2022-10-28,type 2,,,,,,,,,,type 1,0
ppl_105739,act2_4383311,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_370270,act2_3032986,2022-10-23,type 3,,,,,,,,,,type 23,0
ppl_330663,act2_3283358,2022-11-05,type 5,,,,,,,,,,type 450,1
ppl_280098,act2_1723095,2022-10-23,type 5,,,,,,,,,,type 481,1
ppl_292214,act2_3930419,2023-08-27,type 6,,,,,,,,,,type 110,0
ppl_105739,act2_3068785,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_11266,act2_3659042,2022-09-16,type 5,,,,,,,,,,type 1058,1
ppl_370270,act2_3690702,2022-10-23,type 3,,,,,,,,,,type 23,0
ppl_105739,act2_405790,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_364166,act2_746179,2022-09-09,type 2,,,,,,,,,,type 1,0
ppl_134811,act2_4269898,2023-01-18,type 2,,,,,,,,,,type 1,0
ppl_294918,act2_4528653,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_211278,act2_2940561,2023-01-24,type 5,,,,,,,,,,type 1240,1
ppl_359659,act2_1186401,2023-02-09,type 2,,,,,,,,,,type 1,1
ppl_294918,act2_63422,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_213094,act2_4441438,2022-09-09,type 2,,,,,,,,,,type 1,1
ppl_165103,act2_912392,2023-06-09,type 3,,,,,,,,,,type 2,0
ppl_133065,act2_1377427,2023-03-03,type 3,,,,,,,,,,type 2,1
ppl_388500,act2_4467433,2023-07-14,type 4,,,,,,,,,,type 2717,0
ppl_293220,act2_4577325,2022-10-14,type 5,,,,,,,,,,type 3155,0
ppl_326722,act2_3626835,2022-10-08,type 5,,,,,,,,,,type 2213,1
ppl_294918,act2_1789899,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_114942,act2_3911564,2023-03-23,type 2,,,,,,,,,,type 1,0
ppl_50317,act2_1249014,2023-04-19,type 2,,,,,,,,,,type 1,1
ppl_262103,act2_993011,2023-03-21,type 2,,,,,,,,,,type 1,1
ppl_69204,act2_4324125,2022-10-23,type 5,,,,,,,,,,type 481,0
ppl_48519,act2_401397,2022-08-06,type 2,,,,,,,,,,type 1,1
ppl_212083,act2_2422544,2022-08-27,type 4,,,,,,,,,,type 230,1
ppl_390948,act2_1253942,2022-10-16,type 5,,,,,,,,,,type 813,0
ppl_301321,act1_64910,2023-03-16,type 1,type 1,type 3,type 1,type 1,type 1,type 1,type 1,type 1,type 1,,0
ppl_329063,act2_1226482,2022-10-16,type 5,,,,,,,,,,type 433,0
ppl_217758,act2_2633931,2022-11-11,type 5,,,,,,,,,,type 2028,1
ppl_31656,act2_1609055,2022-08-10,type 2,,,,,,,,,,type 1,0
ppl_104987,act2_845334,2023-04-22,type 2,,,,,,,,,,type 1,1
ppl_173411,act2_3574025,2023-03-25,type 2,,,,,,,,,,type 1,1
ppl_334460,act2_1186878,2022-10-26,type 5,,,,,,,,,,type 1606,0
ppl_270306,act2_1924115,2022-11-10,type 2,,,,,,,,,,type 1,0
ppl_152204,act2_3058592,2022-09-02,type 2,,,,,,,,,,type 1,1
ppl_137311,act1_215000,2022-12-28,type 1,type 12,type 1,type 5,type 4,type 6,type 1,type 1,type 13,type 10,,0
ppl_294157,act2_3278068,2022-09-16,type 5,,,,,,,,,,type 1828,0
ppl_239048,act2_1857821,2022-11-25,type 2,,,,,,,,,,type 1,1
ppl_56786,act2_3589183,2022-11-04,type 5,,,,,,,,,,type 1350,1
ppl_105739,act2_2010485,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_269089,act2_4532523,2023-01-27,type 2,,,,,,,,,,type 1,1
ppl_20873,act2_4420886,2023-06-20,type 2,,,,,,,,,,type 1,0
ppl_199003,act2_195077,2022-11-18,type 5,,,,,,,,,,type 489,0
ppl_359810,act2_1362852,2023-07-11,type 3,,,,,,,,,,type 61,1
ppl_57475,act2_4241433,2023-08-22,type 2,,,,,,,,,,type 1,1
ppl_118170,act2_2177839,2022-08-30,type 2,,,,,,,,,,type 1,1
ppl_36839,act2_678560,2022-10-12,type 3,,,,,,,,,,type 23,0
ppl_281637,act2_2470098,2023-01-06,type 2,,,,,,,,,,type 1,1
ppl_194537,act2_2457319,2022-09-10,type 2,,,,,,,,,,type 1,0
ppl_322371,act2_3059531,2023-04-16,type 3,,,,,,,,,,type 2,1
ppl_272680,act2_4098998,2023-03-03,type 2,,,,,,,,,,type 1,1
ppl_394289,act2_2764164,2023-04-07,type 2,,,,,,,,,,type 1,0
ppl_10959,act2_588601,2023-03-29,type 4,,,,,,,,,,type 619,1
ppl_9442,act2_1271180,2022-10-26,type 3,,,,,,,,,,type 23,1
ppl_136221,act1_286238,2022-08-13,type 1,type 10,type 12,type 5,type 5,type 6,type 1,type 1,type 14,type 15,,0
ppl_190566,act2_880530,2023-07-22,type 5,,,,,,,,,,type 1576,0
ppl_259019,act2_4427122,2023-02-10,type 2,,,,,,,,,,type 1,1
ppl_99564,act2_1001814,2022-10-15,type 5,,,,,,,,,,type 432,0
ppl_372559,act2_1090557,2023-06-15,type 4,,,,,,,,,,type 201,1
ppl_387245,act2_4545541,2022-12-02,type 5,,,,,,,,,,type 474,0
ppl_282009,act2_46250,2022-09-15,type 5,,,,,,,,,,type 1946,0
ppl_202583,act1_78631,2022-11-16,type 1,type 13,type 18,type 5,type 2,type 6,type 1,type 1,type 7,type 4,,0
ppl_369335,act2_266522,2022-08-12,type 2,,,,,,,,,,type 1,1
ppl_311610,act2_832608,2023-03-09,type 2,,,,,,,,,,type 1,1
ppl_97427,act2_222081,2022-11-12,type 2,,,,,,,,,,type 1,1
ppl_343209,act2_1531688,2023-03-03,type 2,,,,,,,,,,type 1,1
ppl_376479,act2_3537809,2023-03-30,type 2,,,,,,,,,,type 1,0
ppl_3600,act1_395304,2023-03-14,type 1,type 23,type 5,type 3,type 3,type 6,type 3,type 6,type 4,type 8,,1
ppl_86,act2_3928100,2022-07-20,type 2,,,,,,,,,,type 1,0
ppl_393379,act2_3447014,2022-11-05,type 5,,,,,,,,,,type 1078,1
ppl_1789,act1_252933,2023-03-22,type 1,type 7,type 3,type 3,type 3,type 1,type 2,type 3,type 4,type 1,,0
ppl_294918,act2_955785,2022-10-19,type 3,,,,,,,,,,type 23,0
ppl_113376,act2_1590290,2022-11-26,type 5,,,,,,,,,,type 3921,1
ppl_105739,act2_3599362,2022-09-29,type 3,,,,,,,,,,type 23,0
ppl_361088,act2_3413202,2022-09-15,type 2,,,,,,,,,,type 1,1
ppl_395205,act2_1354002,2023-08-09,type 2,,,,,,,,,,type 1,1
ppl_129578,act2_2538061,2022-10-02,type 5,,,,,,,,,,type 473,1
ppl_330750,act2_3121975,2022-12-17,type 4,,,,,,,,,,type 1809,0
ppl_26579,act1_234189,2023-04-07,type 1,type 2,type 16,type 4,type 3,type 2,type 2,type 3,type 4,type 10,,0
ppl_103926,act2_3213732,2023-06-30,type 2,,,,,,,,,,type 1,1
ppl_210372,act2_1650594,2023-02-05,type 3,,,,,,,,,,type 2,1
ppl_219296,act2_3096256,2023-04-05,type 2,,,,,,,,,,type 1,1
ppl_47973,act2_248307,2022-11-16,type 2,,,,,,,,,,type 1,1
ppl_302060,act2_4762675,2023-02-11,type 4,,,,,,,,,,type 297,1
ppl_248957,act1_104530,2023-02-04,type 1,type 5,type 2,type 4,type 3,type 1,type 3,type 2,type 4,type 16,,1
ppl_97427,act2_2795243,2022-10-11,type 2,,,,,,,,,,type 1,1
ppl_88194,act2_4674192,2022-10-23,type 5,,,,,,,,,,type 481,0
ppl_64646,act2_524525,2023-02-11,type 2,,,,,,,,,,type 1,0
ppl_58313,act2_3871269,2022-12-21,type 5,,,,,,,,,,type 1397,0
ppl_262802,act2_1057501,2023-07-08,type 3,,,,,,,,,,type 52,0
ppl_312992,act2_5757,2023-06-30,type 5,,,,,,,,,,type 464,1
ppl_43593,act2_3517142,2023-02-17,type 3,,,,,,,,,,type 61,1
ppl_243446,act2_817536,2022-09-15,type 5,,,,,,,,,,type 7032,1
ppl_261195,act2_126101,2022-09-14,type 5,,,,,,,,,,type 489,0
ppl_122947,act2_4306092,2023-06-14,type 4,,,,,,,,,,type 157,1
ppl_104682,act2_2474042,2023-02-09,type 4,,,,,,,,,,type 2214,0
ppl_347318,act2_2712812,2022-11-26,type 5,,,,,,,,,,type 452,0
ppl_75077,act2_3635271,2023-06-14,type 2,,,,,,,,,,type 1,1
ppl_372923,act2_315169,2022-07-20,type 2,,,,,,,,,,type 1,0
ppl_12678,act2_4667473,2023-04-27,type 3,,,,,,,,,,type 2,1
ppl_6868,act2_1148691,2023-08-03,type 4,,,,,,,,,,type 914,0
ppl_267667,act1_10174,2023-08-25,type 1,type 5,type 2,type 7,type 3,type 1,type 3,type 7,type 4,type 7,,0
ppl_355234,act2_2637297,2023-06-24,type 2,,,,,,,,,,type 1,0
ppl_248407,act2_3838819,2022-11-16,type 2,,,,,,,,,,type 1,0
ppl_236690,act2_120932,2023-03-05,type 2,,,,,,,,,,type 1,0
ppl_127775,act2_4192757,2022-09-28,type 2,,,,,,,,,,type 1,0
ppl_258269,act2_3684350,2023-05-27,type 4,,,,,,,,,,type 3511,0
ppl_52025,act2_3832966,2023-01-04,type 2,,,,,,,,,,type 1,0
ppl_256118,act1_217657,2023-07-14,type 1,type 3,type 2,type 3,type 3,type 2,type 3,type 3,type 4,type 17,,0
ppl_148046,act2_1832150,2022-10-14,type 5,,,,,,,,,,type 4933,0
ppl_327326,act2_3085846,2022-10-28,type 5,,,,,,,,,,type 1606,1
ppl_153339,act2_4661761,2022-09-06,type 2,,,,,,,,,,type 1,0
ppl_338723,act2_4185076,2023-04-29,type 2,,,,,,,,,,type 1,0
ppl_42036,act2_2270397,2023-08-16,type 4,,,,,,,,,,type 2531,0
ppl_255234,act2_635816,2023-05-10,type 2,,,,,,,,,,type 1,0
ppl_187272,act2_10562,2023-06-10,type 2,,,,,,,,,,type 1,0
ppl_280726,act2_2023462,2023-03-08,type 4,,,,,,,,,,type 253,1
ppl_95997,act2_1835994,2022-12-22,type 5,,,,,,,,,,type 3957,1
ppl_135491,act2_2654046,2023-02-19,type 2,,,,,,,,,,type 1,0
ppl_199486,act2_3727581,2023-02-02,type 3,,,,,,,,,,type 2,0
ppl_64887,act2_4139563,2022-09-23,type 3,,,,,,,,,,type 23,1
ppl_242703,act2_4049065,2022-10-19,type 2,,,,,,,,,,type 1,1
ppl_256468,act2_4708689,2022-10-15,type 5,,,,,,,,,,type 104,1
ppl_180242,act2_3390549,2023-06-28,type 2,,,,,,,,,,type 1,0
ppl_274495,act2_1465699,2023-03-03,type 3,,,,,,,,,,type 2,0
ppl_329077,act2_3759961,2022-10-20,type 4,,,,,,,,,,type 519,0
ppl_230883,act2_41892,2023-04-05,type 4,,,,,,,,,,type 911,0
ppl_111863,act2_166341,2022-11-02,type 5,,,,,,,,,,type 3732,0
ppl_141020,act2_1328871,2023-01-03,type 2,,,,,,,,,,type 1,1
ppl_49075,act2_4646245,2023-07-26,type 3,,,,,,,,,,type 2,1
ppl_238237,act2_3176099,2023-08-18,type 4,,,,,,,,,,type 759,1
ppl_181334,act2_4643663,2022-10-21,type 5,,,,,,,,,,type 2392,1
ppl_42778,act2_1411917,2022-11-05,type 5,,,,,,,,,,type 1350,1
ppl_64887,act2_824933,2022-09-22,type 3,,,,,,,,,,type 23,1
ppl_135388,act2_4397025,2023-05-12,type 2,,,,,,,,,,type 1,0
ppl_294918,act2_4791925,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_294918,act2_4226597,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_21807,act2_2078474,2022-11-05,type 5,,,,,,,,,,type 450,0
ppl_259143,act2_2247406,2022-11-07,type 5,,,,,,,,,,type 1861,1
ppl_172823,act2_2623489,2023-01-05,type 4,,,,,,,,,,type 2354,1
ppl_304855,act2_3491324,2022-12-28,type 2,,,,,,,,,,type 1,1
ppl_38044,act2_2284503,2022-09-16,type 5,,,,,,,,,,type 4688,1
ppl_218650,act2_1437931,2022-10-16,type 5,,,,,,,,,,type 2876,1
ppl_306838,act2_2112883,2022-12-21,type 3,,,,,,,,,,type 133,0
ppl_75035,act2_2801509,2022-09-10,type 5,,,,,,,,,,type 1917,0
ppl_205651,act2_1712976,2023-03-29,type 3,,,,,,,,,,type 2,0
ppl_192033,act2_535005,2023-03-08,type 4,,,,,,,,,,type 253,1
ppl_269227,act1_101221,2023-01-28,type 1,type 6,type 5,type 4,type 3,type 6,type 2,type 2,type 4,type 8,,0
ppl_244900,act2_1531768,2023-03-30,type 3,,,,,,,,,,type 2,0
ppl_277824,act2_857402,2023-05-31,type 2,,,,,,,,,,type 1,1
ppl_59893,act2_1781968,2022-12-31,type 2,,,,,,,,,,type 1,1
ppl_370270,act2_1326189,2022-10-22,type 3,,,,,,,,,,type 23,0
ppl_105739,act2_830998,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_357850,act2_1633233,2022-07-20,type 2,,,,,,,,,,type 1,0
ppl_295452,act2_1752096,2022-08-04,type 2,,,,,,,,,,type 1,0
ppl_194184,act2_1675657,2022-08-18,type 2,,,,,,,,,,type 1,0
ppl_203338,act1_287853,2023-04-08,type 1,type 7,type 1,type 5,type 1,type 6,type 1,type 1,type 7,type 4,,0
ppl_309623,act2_3153530,2022-08-25,type 2,,,,,,,,,,type 1,0
ppl_343124,act2_1939771,2023-08-07,type 2,,,,,,,,,,type 1,0
ppl_113391,act2_1325340,2023-06-29,type 4,,,,,,,,,,type 268,0
ppl_301818,act2_3110949,2022-11-05,type 5,,,,,,,,,,type 450,1
ppl_303068,act1_268476,2022-11-10,type 1,type 29,type 19,type 4,type 4,type 6,type 3,type 6,type 13,type 10,,1
ppl_150829,act2_2288758,2022-11-26,type 5,,,,,,,,,,type 452,0
ppl_839,act2_2466898,2023-01-28,type 4,,,,,,,,,,type 1417,0
ppl_141932,act2_4159561,2023-06-06,type 2,,,,,,,,,,type 1,0
ppl_114543,act2_3814077,2022-11-25,type 2,,,,,,,,,,type 1,1
ppl_137809,act2_2660326,2022-08-25,type 2,,,,,,,,,,type 1,1
ppl_351742,act2_2786412,2022-11-29,type 2,,,,,,,,,,type 1,0
ppl_93328,act2_3441850,2023-04-12,type 2,,,,,,,,,,type 1,1
ppl_57389,act1_372209,2022-12-04,type 1,type 10,type 10,type 5,type 5,type 6,type 1,type 1,type 8,type 12,,1
ppl_335321,act2_507730,2023-08-15,type 2,,,,,,,,,,type 1,1
ppl_109164,act2_4410359,2022-10-23,type 5,,,,,,,,,,type 481,1
ppl_370437,act2_478570,2022-09-15,type 2,,,,,,,,,,type 1,0
ppl_7626,act2_3752980,2023-08-04,type 4,,,,,,,,,,type 592,0
ppl_227159,act2_162872,2023-07-01,type 5,,,,,,,,,,type 400,1
ppl_205328,act2_1282313,2022-10-23,type 5,,,,,,,,,,type 481,1
ppl_361982,act2_3377576,2023-05-26,type 3,,,,,,,,,,type 8,1
ppl_121123,act2_3636983,2023-04-29,type 2,,,,,,,,,,type 1,1
ppl_306359,act2_1512677,2023-03-24,type 2,,,,,,,,,,type 1,1
ppl_264476,act2_3723,2022-09-16,type 5,,,,,,,,,,type 4218,1
ppl_231904,act2_4451341,2022-09-22,type 5,,,,,,,,,,type 489,1
ppl_143406,act2_882029,2022-11-03,type 5,,,,,,,,,,type 649,0
ppl_69921,act2_1767597,2023-06-15,type 2,,,,,,,,,,type 1,1
ppl_124599,act2_1289497,2022-09-01,type 2,,,,,,,,,,type 1,0
ppl_72665,act2_948593,2022-09-22,type 2,,,,,,,,,,type 1,0
ppl_393286,act2_1647537,2022-08-12,type 2,,,,,,,,,,type 1,0
ppl_36878,act2_4236745,2022-09-01,type 2,,,,,,,,,,type 1,0
ppl_324290,act2_3569361,2023-07-04,type 2,,,,,,,,,,type 1,1
ppl_376182,act2_21458,2022-07-26,type 2,,,,,,,,,,type 1,0
ppl_57271,act2_1399190,2022-07-20,type 2,,,,,,,,,,type 1,0
ppl_179349,act2_1424947,2023-04-15,type 4,,,,,,,,,,type 2257,0
ppl_141590,act2_1598381,2023-05-23,type 2,,,,,,,,,,type 1,0
ppl_207680,act2_3565429,2023-06-14,type 2,,,,,,,,,,type 1,1
ppl_160259,act2_3875627,2022-10-21,type 5,,,,,,,,,,type 431,1
ppl_103879,act2_2235498,2022-09-16,type 5,,,,,,,,,,type 489,1
ppl_356490,act1_307488,2023-03-07,type 1,type 5,type 2,type 4,type 3,type 1,type 3,type 2,type 4,type 16,,1
ppl_391433,act2_2239320,2023-08-30,type 2,,,,,,,,,,type 1,0
ppl_105739,act2_31401,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_54699,act2_3326896,2022-09-30,type 3,,,,,,,,,,type 23,0
ppl_389675,act2_3147838,2022-07-20,type 2,,,,,,,,,,type 1,0
ppl_294918,act2_929175,2022-10-18,type 3,,,,,,,,,,type 23,0
ppl_394002,act2_1237219,2023-01-10,type 5,,,,,,,,,,type 1629,1
ppl_308728,act2_1575720,2022-10-08,type 5,,,,,,,,,,type 2468,1
ppl_62648,act2_2979819,2022-08-18,type 5,,,,,,,,,,type 1398,0
ppl_129902,act2_4331181,2022-09-16,type 5,,,,,,,,,,type 3757,1
ppl_369585,act2_1201973,2022-10-29,type 5,,,,,,,,,,type 443,1
ppl_87823,act2_964439,2022-07-23,type 2,,,,,,,,,,type 1,1
